TransactionID,TransactionDT,transaction_day,isFraud,TransactionAmt,ProductCD,card4,card6,P_emaildomain,DeviceType,fraud_probability,risk_tier,top_reason_1,top_reason_2,top_reason_3
3559011,15192097,175,0,335.0,W,visa,credit,icloud.com,,0.7522975,High,masked Vesta-engineered feature (V294) increased risk,card type (credit/debit) (credit) increased risk,purchaser email domain (icloud.com) decreased risk
3566862,15455743,178,1,1052.0,W,visa,credit,yahoo.com,,0.75222766,High,masked counting feature (C14) increased risk,"transaction amount ($1,052.00) increased risk",card type (credit/debit) (credit) increased risk
3511298,13788192,159,0,34.0,W,visa,debit,,,0.7521762,High,"this card's largest past transaction amount ($5,278.95) increased risk",masked counting feature (C11) increased risk,masked Vesta-engineered feature (V294) increased risk
3471642,12609643,145,0,412.0,W,visa,debit,gmail.com,,0.7521037,High,transaction amount ($412.00) increased risk,masked Vesta-engineered feature (V294) increased risk,masked time-delta feature (D2) increased risk
3563229,15304012,177,0,59.0,W,mastercard,debit,,,0.75187224,High,masked counting feature (C14) increased risk,masked counting feature (C13) increased risk,masked match flag (M5) increased risk
3486890,13109838,151,0,42.298,C,visa,debit,gmail.com,desktop,0.7517873,High,masked counting feature (C14) increased risk,masked counting feature (C1) decreased risk,masked counting feature (C11) increased risk
3557973,15168863,175,0,445.0,W,visa,credit,,,0.7517101,High,transaction amount ($445.00) increased risk,masked Vesta-engineered feature (V294) increased risk,card type (credit/debit) (credit) increased risk
3530391,14331736,165,1,401.0,W,discover,credit,gmail.com,,0.7517039,High,transaction amount ($401.00) increased risk,card type (credit/debit) (credit) increased risk,card network (discover) increased risk
3534740,14473634,167,0,1436.0,W,visa,credit,gmail.com,,0.7516885,High,"transaction amount ($1,436.00) increased risk",card type (credit/debit) (credit) increased risk,masked counting feature (C11) increased risk
3529533,14317154,165,0,41.13,C,visa,credit,hotmail.com,desktop,0.75166935,High,masked counting feature (C14) increased risk,card type (credit/debit) (credit) increased risk,purchaser email domain (hotmail.com) decreased risk
3528644,14280649,165,0,445.0,W,mastercard,debit,yahoo.com,,0.7516689,High,masked counting feature (C14) increased risk,transaction amount ($445.00) increased risk,masked counting feature (C13) increased risk
3512711,13817256,159,0,54.0,W,mastercard,debit,anonymous.com,,0.75156295,High,purchaser email domain (anonymous.com) decreased risk,masked Vesta-engineered feature (V4) decreased risk,masked Vesta-engineered feature (V294) increased risk
3463943,12345186,142,0,97.0,W,visa,debit,gmail.com,,0.7514755,High,masked time-delta feature (D2) increased risk,masked match flag (M5) increased risk,card type (credit/debit) (debit) decreased risk
3558693,15185720,175,0,390.0,W,visa,debit,gmail.com,,0.7514125,High,transaction amount ($390.00) increased risk,masked Vesta-engineered feature (V294) increased risk,masked Vesta-engineered feature (V314) decreased risk
3521751,14078568,162,0,445.0,W,visa,debit,yahoo.com,,0.75130457,High,transaction amount ($445.00) increased risk,"this card's largest past transaction amount ($5,278.95) increased risk",masked Vesta-engineered feature (V294) increased risk
3523919,14151033,163,0,114.968,C,visa,credit,hotmail.com,desktop,0.7512738,High,masked identity/device signal (id_31) increased risk,this card's average past transaction amount ($39.27) decreased risk,card type (credit/debit) (credit) increased risk
3523657,14146345,163,0,117.0,W,visa,credit,hotmail.com,,0.751269,High,masked time-delta feature (D2) increased risk,time since this card's last transaction (3) increased risk,card type (credit/debit) (credit) increased risk
3555437,15086834,174,0,161.0,W,mastercard,credit,yahoo.com,,0.75122386,High,masked counting feature (C11) increased risk,masked Vesta-engineered feature (V294) increased risk,card type (credit/debit) (credit) increased risk
3517311,13967759,161,0,210.95,W,visa,credit,,,0.7511228,High,card type (credit/debit) (credit) increased risk,masked time-delta feature (D2) increased risk,masked Vesta-engineered feature (V308) increased risk
3490625,13196757,152,0,226.0,W,mastercard,credit,,,0.7509849,High,card type (credit/debit) (credit) increased risk,masked Vesta-engineered feature (V294) increased risk,masked match flag (M6) decreased risk
3537502,14534278,168,1,35.044,C,mastercard,debit,hotmail.com,mobile,0.7509613,High,masked identity/device signal (id_31) decreased risk,masked Vesta-engineered feature (V258) increased risk,masked counting feature (C1) increased risk
3479660,12856708,148,0,77.0,W,visa,debit,,,0.7509356,High,masked Vesta-engineered feature (V294) increased risk,masked time-delta feature (D2) increased risk,card type (credit/debit) (debit) decreased risk
3574872,15726499,182,0,34.0,W,mastercard,credit,gmail.com,,0.7509024,High,card type (credit/debit) (credit) increased risk,masked Vesta-engineered feature (V294) increased risk,masked time-delta feature (D2) increased risk
3542248,14674866,169,0,226.0,W,visa,debit,gmail.com,,0.7508953,High,masked time-delta feature (D2) increased risk,masked counting feature (C11) increased risk,masked counting feature (C14) decreased risk
3475501,12739922,147,1,117.0,W,visa,debit,gmail.com,,0.75086886,High,masked Vesta-engineered feature (V320) increased risk,"this card's largest past transaction amount ($4,437.95) increased risk",masked counting feature (C13) decreased risk
3489502,13180406,152,1,117.0,W,mastercard,credit,gmail.com,,0.75081545,High,card type (credit/debit) (credit) increased risk,masked Vesta-engineered feature (V294) increased risk,"this card's largest past transaction amount ($4,194.95) increased risk"
3485493,13055554,151,0,146.0,W,visa,debit,gmail.com,,0.7508007,High,masked time-delta feature (D2) increased risk,masked match flag (M5) increased risk,masked counting feature (C6) increased risk
3566844,15455367,178,1,77.0,W,visa,debit,aol.com,,0.750781,High,masked Vesta-engineered feature (V294) increased risk,masked counting feature (C9) increased risk,masked counting feature (C13) decreased risk
3508354,13704156,158,0,29.0,W,visa,credit,gmail.com,,0.7507295,High,masked counting feature (C14) increased risk,card type (credit/debit) (credit) increased risk,masked Vesta-engineered feature (V294) increased risk
3540633,14643654,169,0,77.0,W,visa,debit,,,0.7507264,High,masked Vesta-engineered feature (V294) increased risk,masked counting feature (C13) increased risk,masked match flag (M5) increased risk
3550542,14932566,172,0,554.0,W,visa,credit,gmail.com,,0.75065076,High,transaction amount ($554.00) increased risk,card type (credit/debit) (credit) increased risk,masked match flag (M4) increased risk
3490647,13197057,152,0,335.0,W,visa,debit,gmail.com,,0.75051534,High,masked counting feature (C14) increased risk,transaction amount ($335.00) increased risk,masked Vesta-engineered feature (V294) increased risk
3510039,13734495,158,0,53.856,C,visa,debit,gmail.com,mobile,0.75041884,High,masked time-delta feature (D2) increased risk,masked counting feature (C11) increased risk,masked counting feature (C1) decreased risk
3477105,12778259,147,0,92.835,C,visa,debit,gmail.com,,0.7504051,High,masked counting feature (C14) increased risk,masked counting feature (C13) increased risk,recipient email domain (gmail.com) increased risk
3535098,14482372,167,0,226.0,W,visa,debit,yahoo.com,,0.75024164,High,masked counting feature (C14) increased risk,masked counting feature (C13) increased risk,masked match flag (M5) increased risk
3466182,12435158,143,1,226.0,W,visa,debit,gmail.com,,0.7502363,High,masked Vesta-engineered feature (V320) increased risk,"this card's largest past transaction amount ($4,437.95) increased risk",masked counting feature (C13) decreased risk
3573457,15698658,181,0,59.0,W,mastercard,credit,gmail.com,,0.75021833,High,card type (credit/debit) (credit) increased risk,masked Vesta-engineered feature (V294) increased risk,billing address code (123.0) decreased risk
3533330,14418713,166,1,944.0,W,visa,credit,bellsouth.net,,0.75016654,High,purchaser email domain (bellsouth.net) decreased risk,transaction amount ($944.00) increased risk,masked time-delta feature (D2) increased risk
3498708,13387239,154,0,92.0,W,visa,debit,icloud.com,,0.7501559,High,purchaser email domain (icloud.com) decreased risk,time since this card's last transaction (17) increased risk,card type (credit/debit) (debit) decreased risk
3464201,12350551,142,0,2.415,C,mastercard,debit,hotmail.com,mobile,0.7501534,High,masked counting feature (C8) increased risk,masked counting feature (C1) increased risk,masked counting feature (C14) decreased risk
3571036,15617687,180,0,63.5,W,mastercard,credit,gmail.com,,0.75012386,High,card type (credit/debit) (credit) increased risk,masked match flag (M5) increased risk,"this card's largest past transaction amount ($4,222.95) increased risk"
3536558,14508888,167,0,664.0,W,visa,debit,yahoo.com,,0.75000036,High,masked counting feature (C14) increased risk,transaction amount ($664.00) increased risk,masked Vesta-engineered feature (V294) increased risk
3471445,12605541,145,0,59.0,W,visa,credit,gmail.com,,0.7499354,High,masked Vesta-engineered feature (V294) increased risk,card type (credit/debit) (credit) increased risk,masked counting feature (C11) increased risk
3536649,14510380,167,1,54.0,W,mastercard,debit,yahoo.com,,0.7497948,High,masked counting feature (C14) increased risk,masked counting feature (C13) increased risk,masked Vesta-engineered feature (V294) increased risk
3538930,14584862,168,0,554.0,W,mastercard,debit,yahoo.com,,0.7497847,High,transaction amount ($554.00) increased risk,masked time-delta feature (D2) increased risk,card type (credit/debit) (debit) decreased risk
3495883,13321269,154,0,9.96,C,visa,debit,gmail.com,mobile,0.74978304,High,masked counting feature (C11) increased risk,masked counting feature (C8) increased risk,recipient email domain (gmail.com) increased risk
3468800,12520434,144,1,88.0,W,mastercard,debit,gmail.com,,0.74977964,High,"this card's largest past transaction amount ($5,420.00) increased risk",masked Vesta-engineered feature (V294) increased risk,masked counting feature (C11) increased risk
3481388,12924891,149,0,77.0,W,mastercard,credit,yahoo.com,,0.7497583,High,card type (credit/debit) (credit) increased risk,masked Vesta-engineered feature (V294) increased risk,"this card's largest past transaction amount ($4,222.95) increased risk"
3474993,12703550,147,0,8.194,C,visa,debit,gmail.com,desktop,0.7496943,High,masked counting feature (C14) increased risk,this card's average past transaction amount ($32.20) decreased risk,masked identity/device signal (id_31) increased risk
3535007,14480872,167,0,226.0,W,visa,debit,yahoo.com,,0.7494793,High,masked counting feature (C14) increased risk,masked counting feature (C13) increased risk,masked match flag (M5) increased risk
3475951,12755305,147,0,554.0,W,visa,debit,yahoo.com,,0.74941933,High,transaction amount ($554.00) increased risk,masked time-delta feature (D2) increased risk,this card's average past transaction amount ($98.74) decreased risk
3554445,15037684,174,0,31.97,C,mastercard,credit,gmail.com,desktop,0.7494116,High,masked counting feature (C14) increased risk,masked identity/device signal (id_31) decreased risk,card type (credit/debit) (credit) increased risk
3569669,15558352,180,1,171.0,W,visa,credit,anonymous.com,,0.7493358,High,purchaser email domain (anonymous.com) decreased risk,card type (credit/debit) (credit) increased risk,masked time-delta feature (D2) increased risk
3463263,12330354,142,0,457.08,W,mastercard,credit,gmail.com,,0.7492562,High,time since this card's last transaction (19) increased risk,transaction amount ($457.08) increased risk,masked time-delta feature (D2) increased risk
3556040,15098434,174,0,117.0,W,mastercard,credit,,,0.74921435,High,masked Vesta-engineered feature (V294) increased risk,card type (credit/debit) (credit) increased risk,masked Vesta-engineered feature (V320) increased risk
3473000,12667919,146,0,59.0,W,mastercard,credit,gmail.com,,0.74916524,High,card type (credit/debit) (credit) increased risk,masked Vesta-engineered feature (V294) increased risk,masked time-delta feature (D2) increased risk
3513361,13829868,160,0,171.0,W,,,gmail.com,,0.7491316,High,masked time-delta feature (D2) increased risk,card type (credit/debit) (missing) increased risk,masked Vesta-engineered feature (V308) increased risk
3530039,14325666,165,0,280.0,W,visa,debit,yahoo.com,,0.7490903,High,masked Vesta-engineered feature (V294) increased risk,transaction amount ($280.00) increased risk,masked match flag (M5) increased risk
3484962,13043445,150,0,21.518,C,mastercard,debit,gmail.com,desktop,0.7490296,High,device/browser string (ALCATEL) increased risk,transaction amount ($21.52) decreased risk,recipient email domain (gmail.com) increased risk
3534600,14463753,167,1,554.0,W,mastercard,credit,gmail.com,,0.7488667,High,masked counting feature (C14) increased risk,transaction amount ($554.00) increased risk,card type (credit/debit) (credit) increased risk
3467964,12505736,144,0,27.42,C,mastercard,debit,anonymous.com,desktop,0.7488263,High,masked counting feature (C14) increased risk,masked identity/device signal (id_31) increased risk,masked counting feature (C13) increased risk
3561100,15263797,176,0,150.0,H,mastercard,debit,gmail.com,mobile,0.7488251,High,masked counting feature (C14) increased risk,transaction amount ($150.00) increased risk,recipient email domain (gmail.com) increased risk
3492202,13220877,153,0,77.0,W,visa,credit,gmail.com,,0.7488087,High,masked time-delta feature (D2) increased risk,card type (credit/debit) (credit) increased risk,masked match flag (M4) increased risk
3538577,14578991,168,1,534.0,W,visa,debit,gmail.com,,0.748705,High,transaction amount ($534.00) increased risk,masked Vesta-engineered feature (V294) increased risk,card type (credit/debit) (debit) decreased risk
3520147,14053732,162,1,39.0,W,mastercard,debit,gmail.com,,0.74870455,High,masked Vesta-engineered feature (V294) increased risk,masked Vesta-engineered feature (V2) decreased risk,transaction amount ($39.00) decreased risk
3494225,13288109,153,0,37.626,C,mastercard,debit,gmail.com,desktop,0.7486839,High,masked counting feature (C14) increased risk,device/browser string (SAMSUNG SM-J120H Build/LMY47V) increased risk,masked time-delta feature (D13) decreased risk
3553259,15014059,173,1,107.0,W,visa,debit,,,0.74852467,High,masked time-delta feature (D2) increased risk,"this card's largest past transaction amount ($5,278.95) increased risk",masked Vesta-engineered feature (V308) increased risk
3555352,15084949,174,1,119.271,C,visa,debit,gmail.com,desktop,0.7484954,High,masked counting feature (C13) increased risk,recipient email domain (gmail.com) increased risk,masked identity/device signal (id_31) decreased risk
3537555,14541070,168,0,0.878,C,mastercard,debit,outlook.com,desktop,0.74848104,High,masked Vesta-engineered feature (V55) decreased risk,masked counting feature (C14) increased risk,masked counting feature (C13) increased risk
3537087,14519063,168,0,500.0,W,mastercard,debit,gmail.com,,0.7484004,High,transaction amount ($500.00) increased risk,masked time-delta feature (D2) increased risk,card type (credit/debit) (debit) decreased risk
3569363,15550552,179,0,664.0,W,visa,credit,yahoo.com,,0.7483238,High,masked Vesta-engineered feature (V294) increased risk,card type (credit/debit) (credit) increased risk,masked counting feature (C13) increased risk
3561995,15279719,176,1,33.199,C,mastercard,credit,gmail.com,mobile,0.74830604,High,masked identity/device signal (id_31) decreased risk,masked Vesta-engineered feature (V258) increased risk,masked counting feature (C1) increased risk
3475447,12725398,147,0,117.0,W,visa,debit,,,0.7482441,High,"this card's largest past transaction amount ($5,278.95) increased risk",masked Vesta-engineered feature (V294) increased risk,masked match flag (M5) increased risk
3470035,12574192,145,0,226.0,W,discover,credit,hotmail.com,,0.7481433,High,masked counting feature (C14) increased risk,card type (credit/debit) (credit) increased risk,card network (discover) increased risk
3480269,12866674,148,0,49.0,W,mastercard,credit,gmail.com,,0.7481361,High,card type (credit/debit) (credit) increased risk,masked time-delta feature (D2) increased risk,masked Vesta-engineered feature (V83) increased risk
3494908,13300521,153,0,80.17,C,visa,credit,hotmail.com,,0.748133,High,masked counting feature (C1) increased risk,masked counting feature (C13) decreased risk,masked counting feature (C8) increased risk
3483571,13010087,150,0,500.0,W,mastercard,credit,gmail.com,,0.74801415,High,transaction amount ($500.00) increased risk,masked time-delta feature (D2) increased risk,card type (credit/debit) (credit) increased risk
3562331,15284747,176,1,554.0,W,visa,credit,,,0.747854,High,transaction amount ($554.00) increased risk,masked time-delta feature (D2) increased risk,card type (credit/debit) (credit) increased risk
3570776,15612828,180,0,54.0,W,visa,debit,gmail.com,,0.74781096,High,masked Vesta-engineered feature (V294) increased risk,masked time-delta feature (D2) increased risk,card type (credit/debit) (debit) decreased risk
3557121,15120511,175,0,171.0,W,mastercard,credit,gmail.com,,0.74774915,High,masked counting feature (C14) increased risk,card type (credit/debit) (credit) increased risk,masked counting feature (C13) increased risk
3468440,12514548,144,0,77.0,W,mastercard,credit,,,0.74773234,High,masked time-delta feature (D2) increased risk,card type (credit/debit) (credit) increased risk,purchaser email domain (missing) increased risk
3524123,14154199,163,0,59.0,W,mastercard,debit,,,0.7476719,High,masked Vesta-engineered feature (V294) increased risk,masked counting feature (C13) increased risk,this card's prior transaction count (14323) decreased risk
3524033,14152831,163,0,59.0,W,mastercard,debit,,,0.7476719,High,masked Vesta-engineered feature (V294) increased risk,masked counting feature (C13) increased risk,this card's prior transaction count (14319) decreased risk
3549359,14908618,172,1,87.0,W,visa,debit,gmail.com,,0.74756104,High,masked time-delta feature (D2) increased risk,masked counting feature (C13) increased risk,distance feature (753.0) increased risk
3576911,15798252,182,0,77.0,W,visa,debit,,,0.747552,High,masked Vesta-engineered feature (V294) increased risk,masked time-delta feature (D2) increased risk,purchaser email domain (missing) increased risk
3525524,14193939,164,0,335.0,W,mastercard,credit,,,0.7474951,High,masked counting feature (C14) increased risk,masked counting feature (C13) increased risk,transaction amount ($335.00) increased risk
3524840,14167892,163,0,16.292,C,mastercard,credit,gmail.com,mobile,0.7474941,High,masked counting feature (C14) increased risk,masked identity/device signal (id_31) decreased risk,card type (credit/debit) (credit) increased risk
3541124,14656462,169,0,226.0,W,mastercard,debit,,,0.74742454,High,masked time-delta feature (D2) increased risk,masked Vesta-engineered feature (V308) increased risk,purchaser email domain (missing) increased risk
3476793,12772355,147,0,49.0,W,visa,debit,,,0.7472764,High,masked Vesta-engineered feature (V294) increased risk,"this card's largest past transaction amount ($5,278.95) increased risk",masked match flag (M5) increased risk
3476737,12771497,147,0,92.0,W,visa,debit,,,0.7472035,High,masked Vesta-engineered feature (V294) increased risk,"this card's largest past transaction amount ($5,278.95) increased risk",masked match flag (M5) increased risk
3554486,15038317,174,0,31.97,C,mastercard,credit,gmail.com,desktop,0.7471312,High,masked identity/device signal (id_31) decreased risk,masked counting feature (C14) increased risk,masked Vesta-engineered feature (V258) increased risk
3575552,15769156,182,1,100.0,S,mastercard,credit,,desktop,0.7470469,High,masked Vesta-engineered feature (V258) increased risk,masked counting feature (C14) increased risk,masked identity/device signal (id_31) decreased risk
3543505,14700593,170,1,23.608,C,mastercard,debit,gmail.com,mobile,0.7470045,High,device/browser string (MotoG3 Build/MPIS24.65-33.1-2-16) decreased risk,masked counting feature (C8) increased risk,masked identity/device signal (id_31) decreased risk
3533880,14428819,167,0,1099.99,W,mastercard,credit,gmail.com,,0.7470039,High,masked counting feature (C14) increased risk,card type (credit/debit) (credit) increased risk,"transaction amount ($1,099.99) increased risk"
3559237,15196151,175,1,87.0,W,visa,debit,aol.com,,0.74686635,High,masked Vesta-engineered feature (V294) increased risk,masked counting feature (C9) increased risk,masked counting feature (C13) decreased risk
3546724,14832691,171,1,92.0,W,mastercard,credit,,,0.746776,High,masked counting feature (C14) increased risk,card type (credit/debit) (credit) increased risk,masked counting feature (C13) increased risk
3553656,15021923,173,0,994.0,W,visa,credit,aol.com,,0.7467628,High,transaction amount ($994.00) increased risk,masked counting feature (C14) increased risk,purchaser email domain (aol.com) decreased risk
3575287,15740256,182,0,6.35,C,visa,debit,hotmail.com,mobile,0.7467223,High,masked Vesta-engineered feature (V55) decreased risk,masked counting feature (C1) increased risk,masked counting feature (C8) increased risk
3573837,15706315,181,0,141.0,W,mastercard,debit,gmail.com,,0.74665225,High,masked counting feature (C11) increased risk,masked time-delta feature (D2) increased risk,distance feature (92.0) increased risk
3521794,14079235,162,0,75.0,H,mastercard,credit,gmail.com,desktop,0.7465446,High,masked counting feature (C14) increased risk,masked Vesta-engineered feature (V258) increased risk,masked identity/device signal (id_31) decreased risk
3577338,15806693,182,0,500.0,H,visa,credit,gmail.com,desktop,0.7464547,High,masked counting feature (C3) decreased risk,masked identity/device signal (id_31) decreased risk,masked Vesta-engineered feature (V258) increased risk
3500405,13447933,155,0,59.513,C,mastercard,debit,gmail.com,desktop,0.7463478,High,masked Vesta-engineered feature (V258) increased risk,masked counting feature (C1) decreased risk,masked Vesta-engineered feature (V187) increased risk
3565463,15387562,178,1,34.121,C,visa,credit,gmail.com,mobile,0.7463476,High,masked counting feature (C14) increased risk,card type (credit/debit) (credit) increased risk,masked identity/device signal (id_31) decreased risk
3480576,12872987,148,0,250.0,W,visa,debit,gmail.com,,0.74625987,High,masked time-delta feature (D2) increased risk,card type (credit/debit) (debit) decreased risk,"this card's largest past transaction amount ($4,301.95) increased risk"
3561105,15263880,176,0,150.0,H,mastercard,debit,gmail.com,mobile,0.7462331,High,masked counting feature (C14) increased risk,transaction amount ($150.00) increased risk,product code (H) increased risk
3575779,15775611,182,1,40.085,C,mastercard,debit,hotmail.com,mobile,0.74623,High,masked counting feature (C14) increased risk,masked Vesta-engineered feature (V258) increased risk,purchaser email domain (hotmail.com) decreased risk
3480686,12875464,149,0,171.0,W,mastercard,credit,yahoo.com,,0.74621445,High,masked Vesta-engineered feature (V294) increased risk,masked match flag (M5) increased risk,masked time-delta feature (D15) decreased risk
3546004,14815917,171,1,63.94,C,visa,debit,gmail.com,mobile,0.74620014,High,masked Vesta-engineered feature (V83) increased risk,masked counting feature (C4) increased risk,recipient email domain (gmail.com) increased risk
3502908,13498473,156,0,226.0,W,visa,credit,outlook.com,,0.74617964,High,masked counting feature (C14) increased risk,card type (credit/debit) (credit) increased risk,masked counting feature (C13) increased risk
3525685,14215083,164,0,554.0,W,visa,debit,gmail.com,,0.74617696,High,transaction amount ($554.00) increased risk,masked Vesta-engineered feature (V294) increased risk,card type (credit/debit) (debit) decreased risk
3472355,12628991,146,0,8.009,C,mastercard,debit,hotmail.com,mobile,0.74608386,High,masked counting feature (C8) increased risk,masked counting feature (C1) increased risk,masked counting feature (C11) increased risk
3565150,15378161,177,0,77.0,W,mastercard,credit,yahoo.com,,0.74607265,High,card type (credit/debit) (credit) increased risk,masked Vesta-engineered feature (V294) increased risk,masked match flag (M5) increased risk
3556149,15100396,174,0,117.0,W,mastercard,credit,,,0.74606454,High,masked Vesta-engineered feature (V294) increased risk,card type (credit/debit) (credit) increased risk,masked Vesta-engineered feature (V320) increased risk
3556045,15098583,174,0,117.0,W,mastercard,credit,,,0.74606454,High,masked Vesta-engineered feature (V294) increased risk,card type (credit/debit) (credit) increased risk,masked Vesta-engineered feature (V320) increased risk
3534796,14474914,167,0,554.0,W,visa,debit,gmail.com,,0.74582994,High,masked counting feature (C14) increased risk,transaction amount ($554.00) increased risk,masked counting feature (C13) increased risk
3506533,13637584,157,0,146.0,W,visa,credit,yahoo.com,,0.7457533,High,card type (credit/debit) (credit) increased risk,masked Vesta-engineered feature (V294) increased risk,masked time-delta feature (D2) increased risk
3518879,13998423,162,0,12.542,C,mastercard,credit,gmail.com,mobile,0.7457422,High,device/browser string (CHC-U03 Build/HuaweiCHC-U03) increased risk,masked identity/device signal (id_31) decreased risk,card type (credit/debit) (credit) increased risk
3523541,14143943,163,1,117.0,W,visa,debit,anonymous.com,,0.7456389,High,purchaser email domain (anonymous.com) decreased risk,masked counting feature (C9) increased risk,masked Vesta-engineered feature (V294) increased risk
3557715,15159465,175,0,226.0,W,visa,credit,yahoo.com,,0.7456365,High,card type (credit/debit) (credit) increased risk,hour of day (10) increased risk,masked match flag (M6) decreased risk
3568914,15539864,179,1,117.0,W,visa,debit,,,0.7456124,High,masked Vesta-engineered feature (V294) increased risk,card type (credit/debit) (debit) decreased risk,purchaser email domain (missing) increased risk
3460490,12242185,141,1,77.0,W,mastercard,debit,gmail.com,,0.7455468,High,"this card's largest past transaction amount ($5,420.00) increased risk",masked match flag (M5) increased risk,masked counting feature (C6) increased risk
3504260,13551102,156,0,59.0,W,visa,debit,gmail.com,,0.7455308,High,masked counting feature (C11) increased risk,"this card's largest past transaction amount ($5,278.95) increased risk",masked time-delta feature (D2) increased risk
3553910,15027146,173,1,8.115,C,visa,credit,anonymous.com,desktop,0.74550843,High,masked identity/device signal (id_31) decreased risk,masked counting feature (C1) increased risk,recipient email domain (anonymous.com) decreased risk
3555464,15087161,174,0,335.0,W,visa,credit,,,0.74549294,High,masked time-delta feature (D2) increased risk,masked time-delta feature (D15) decreased risk,transaction amount ($335.00) increased risk
3575281,15739721,182,0,226.0,W,visa,debit,,,0.7453976,High,masked time-delta feature (D2) increased risk,purchaser email domain (missing) increased risk,masked time-delta feature (D15) decreased risk
3531815,14387790,166,1,59.0,W,mastercard,debit,,,0.74537355,High,masked Vesta-engineered feature (V294) increased risk,masked Vesta-engineered feature (V54) increased risk,purchaser email domain (missing) increased risk
3491421,13208133,152,0,549.0,W,visa,credit,yahoo.com,,0.74521893,High,transaction amount ($549.00) increased risk,card type (credit/debit) (credit) increased risk,masked match flag (M4) increased risk
3483402,12993943,150,0,97.0,W,mastercard,debit,gmail.com,,0.7451813,High,masked Vesta-engineered feature (V294) increased risk,masked time-delta feature (D15) decreased risk,masked time-delta feature (D2) increased risk
3510083,13735133,158,0,422.5,W,visa,debit,aol.com,,0.7451537,High,transaction amount ($422.50) increased risk,masked time-delta feature (D2) increased risk,purchaser email domain (aol.com) decreased risk
3531058,14344564,166,0,78.5,W,visa,debit,gmail.com,,0.7450852,High,masked Vesta-engineered feature (V294) increased risk,masked Vesta-engineered feature (V308) increased risk,masked time-delta feature (D2) increased risk
3543952,14741564,170,1,12.603,C,visa,debit,gmail.com,desktop,0.74501354,High,masked Vesta-engineered feature (V45) increased risk,masked counting feature (C1) increased risk,masked counting feature (C11) increased risk
3513060,13823647,159,0,117.0,W,,,icloud.com,,0.7449009,High,purchaser email domain (icloud.com) decreased risk,masked time-delta feature (D2) increased risk,card type (credit/debit) (missing) increased risk
3570099,15597133,180,0,226.0,W,visa,credit,yahoo.com,,0.74485725,High,masked Vesta-engineered feature (V294) increased risk,masked Vesta-engineered feature (V55) decreased risk,card type (credit/debit) (credit) increased risk
3514893,13890133,160,0,317.5,W,mastercard,credit,yahoo.com,,0.7448153,High,masked counting feature (C14) increased risk,card type (credit/debit) (credit) increased risk,transaction amount ($317.50) increased risk
3556024,15098054,174,0,117.0,W,mastercard,credit,,,0.74477524,High,masked Vesta-engineered feature (V294) increased risk,card type (credit/debit) (credit) increased risk,masked Vesta-engineered feature (V320) increased risk
3559811,15207155,176,0,226.0,W,visa,debit,gmail.com,,0.7447566,High,masked Vesta-engineered feature (V294) increased risk,card type (credit/debit) (debit) decreased risk,masked counting feature (C13) increased risk
3528329,14265256,165,0,108.5,W,mastercard,credit,gmail.com,,0.7445576,High,masked counting feature (C14) increased risk,card type (credit/debit) (credit) increased risk,masked Vesta-engineered feature (V294) increased risk
3468687,12518921,144,1,39.0,W,visa,credit,yahoo.com,,0.7445289,High,masked Vesta-engineered feature (V294) increased risk,card type (credit/debit) (credit) increased risk,masked time-delta feature (D2) increased risk
3562665,15289861,176,1,77.0,W,visa,debit,aol.com,,0.74450016,High,masked Vesta-engineered feature (V294) increased risk,distance feature (288.0) increased risk,masked counting feature (C9) increased risk
3482447,12949491,149,0,26.313,C,visa,debit,hotmail.com,desktop,0.744492,High,masked Vesta-engineered feature (V258) increased risk,masked counting feature (C1) increased risk,masked Vesta-engineered feature (V172) decreased risk
3570668,15610778,180,1,554.0,W,visa,credit,,,0.7444735,High,transaction amount ($554.00) increased risk,masked Vesta-engineered feature (V294) increased risk,card type (credit/debit) (credit) increased risk
3508032,13695610,158,0,171.0,W,visa,debit,cox.net,,0.74439466,High,masked time-delta feature (D2) increased risk,masked Vesta-engineered feature (V54) increased risk,purchaser email domain (cox.net) decreased risk
3545345,14772225,170,0,117.0,W,mastercard,debit,gmail.com,,0.7443926,High,masked time-delta feature (D2) increased risk,card type (credit/debit) (debit) decreased risk,masked match flag (M5) increased risk
3558710,15186082,175,0,92.0,W,mastercard,credit,yahoo.com,,0.74438506,High,card type (credit/debit) (credit) increased risk,masked Vesta-engineered feature (V294) increased risk,masked match flag (M3) increased risk
3574702,15723256,181,0,280.0,W,visa,debit,,,0.7443793,High,transaction amount ($280.00) increased risk,masked match flag (M5) increased risk,masked Vesta-engineered feature (V296) increased risk
3468786,12520286,144,1,88.0,W,mastercard,debit,gmail.com,,0.74436224,High,"this card's largest past transaction amount ($5,420.00) increased risk",masked Vesta-engineered feature (V294) increased risk,masked counting feature (C11) increased risk
3523888,14150640,163,0,200.0,R,visa,credit,gmail.com,mobile,0.7443582,High,masked identity/device signal (id_30) decreased risk,masked counting feature (C14) increased risk,transaction amount ($200.00) increased risk
3519686,14044328,162,1,90.0,S,discover,credit,,desktop,0.7441102,High,masked identity/device signal (id_30) increased risk,masked counting feature (C8) increased risk,purchaser email domain (missing) increased risk
